snapped_at,price,market_cap,total_volume
2024-10-03,542.136161081616,79089065108.1265,962211853.267934
2024-10-04,543.926863432285,79356570336.3158,717224492.255673
2024-10-05,555.731951286354,81042254268.0583,642933307.385025
2024-10-06,563.057625761513,82114177423.7637,398503138.467675
2024-10-07,570.388710681217,83265317975.2735,460824875.581979
2024-10-08,564.553014408946,82362634345.8599,822476319.585017
2024-10-09,580.583456380423,84738393992.1647,812293173.272375
2024-10-10,570.423344537507,83220162034.2,1120320879.40399
2024-10-11,562.287609218479,82021809492.1378,666418337.841783
2024-10-12,572.697378218119,83546567873.4831,726487414.374822
2024-10-13,576.421806367855,84061595901.4735,514250584.250487
2024-10-14,572.04645551454,83416290893.814,504380355.148006
2024-10-15,588.714578274119,85928412504.4493,922914192.48975
2024-10-16,593.785958516612,86636583192.3119,1133724407.13694
2024-10-17,600.717129937019,87633144279.6967,941867678.34988
2024-10-18,592.06562034803,86333076752.4968,727488240.056297
2024-10-19,599.7937020053,87513331879.368,620458607.038634
2024-10-20,598.058451571313,87250625179.7861,366372731.729321
2024-10-21,604.73644656688,88195432727.0953,403326085.941909
2024-10-22,598.844191611046,87325520925.8967,729415389.162603
2024-10-23,593.253735788255,86532749174.4014,793524643.361706
2024-10-24,584.516007560374,85255197630.4748,784000933.32285
2024-10-25,594.325893184941,86710819325.4243,644617281.762366
2024-10-26,573.50279771792,83449711140.4588,881784218.770445
2024-10-27,582.700284426863,85017771621.2468,522130327.499269
2024-10-28,588.346658788352,85827006527.0951,441842652.548916
2024-10-29,600.295156510512,87554214286.1677,644392069.212074
2024-10-30,605.99236606483,88414948715.286,1073038597.57103
2024-10-31,595.762831113109,86969500510.243,850312506.265838
2024-11-01,575.582735071699,84000613909.2605,1036949641.186
2024-11-02,572.917830929441,83572294995.7632,893454861.870945
2024-11-03,568.178870586782,82889818185.2195,613502646.373791
2024-11-04,557.971938809282,81477370371.8208,807471288.462036
2024-11-05,552.00026982369,80509315395.4417,876900503.180989
2024-11-06,563.181585575143,82160078279.3071,782468123.611863
2024-11-07,591.169150327501,86248682357.2679,1832779153.49807
2024-11-08,598.61181147415,87331183563.1823,1140184047.27476
2024-11-09,598.054012017106,87226205424.1129,1097148719.93395
2024-11-10,623.034514716982,91086187582.4659,2289560529.65359
2024-11-11,628.49822089153,91619975451.0126,2637125258.87701
2024-11-12,655.001920202732,95953859311.8108,1582512409.97854
2024-11-13,629.140544909075,91663556242.0732,3680447411.47042
2024-11-14,620.6711241408,90601254693.0184,3088847318.01175
2024-11-15,620.714958149424,90438980537.1725,3102474990.62661
2024-11-16,618.572097847943,90211289977.1155,2050272135.76777
2024-11-17,622.520009428879,90600287238.6686,1452900658.07468
2024-11-18,617.84730406471,90046308523.1571,1828130470.57631
2024-11-19,619.66360098492,90317334784.2247,1651371565.8181
2024-11-20,615.918034147442,89864910340.9492,1388983815.56607
2024-11-21,607.29542463795,88607714965.0514,1559086629.23466
2024-11-22,623.504726106326,90962065583.5501,2343280028.87428
2024-11-23,633.020258883226,92349194787.0064,1846338179.26776
2024-11-24,651.53241560296,95008979222.822,3373812879.96707
2024-11-25,661.686730648445,96535188283.1657,2917371682.83801
2024-11-26,635.262428453956,92608753001.2996,2394918621.2687
2024-11-27,613.725426021786,89577669155.7122,2494275590.51071
2024-11-28,645.151491731851,94131145638.4105,1940704254.02736
2024-11-29,654.591315851983,95461592953.3075,2381977222.08315
2024-11-30,654.771684845135,95500304653.1518,1553941107.97975
2024-12-01,655.034108863973,95585516151.4509,1682644261.81379
2024-12-02,655.734888638191,95646063853.9865,1465006765.14052
2024-12-03,647.119939736358,94366844096.0861,2373999130.87161
2024-12-04,740.034936744166,108108300474.175,4567002669.15718
2024-12-05,736.442684240493,107467583157.482,6355347042.36162
2024-12-06,719.762350062648,104903980762.587,3821183229.57894
2024-12-07,732.542429013048,106872608667.214,2720943421.9764
2024-12-08,750.245493874723,109451466413.202,1748135790.7778
2024-12-09,745.375837404021,108738492023.745,1318662772.58072
2024-12-10,688.007367318765,100338665906.471,3134677046.18899
2024-12-11,675.421380122109,98534549902.1953,3017514510.62775
2024-12-12,710.690018475311,103655308925.026,1903416575.80696
2024-12-13,705.678964975445,102923886014.423,1993906415.02911
2024-12-14,726.77223065721,105993649633.032,1900492715.31541
2024-12-15,715.448603813037,104445915284.714,1302217718.87691
2024-12-16,722.558193206378,105502278026.931,1087890178.98216
2024-12-17,720.682934180879,105222651998.974,1589415330.85984
2024-12-18,715.652008973377,104491787287.646,1610321650.47766
2024-12-19,687.662433150758,100187667140.305,2203892490.93078
2024-12-20,669.022879392883,97651283337.4357,2614960154.25357
2024-12-21,677.848576848302,98743426119.7245,2728589291.52738
2024-12-22,662.424881377647,96521740245.1084,1631846083.38512
2024-12-23,648.572139840284,94636666608.3006,1137478924.27385
2024-12-24,692.286109231179,101000768912.157,1945323070.2555
2024-12-25,697.953756367206,101662325640.725,1163427672.65241
2024-12-26,702.346600165936,102473517266.887,788266049.092191
2024-12-27,687.517869603736,100313525889.494,1081113208.95998
2024-12-28,690.363942345009,100706722790.164,1083410181.15536
2024-12-29,720.5679127131,105195880146.45,1060863183.07113
2024-12-30,694.482680450617,101318707630.7,760246771.299865
2024-12-31,703.106617431042,102466478284.721,994264720.23036
2025-01-01,701.572326401263,102376145921.809,1545176749.52791
2025-01-02,705.813036586602,102979866966.6,477140166.422689
2025-01-03,705.831242079515,102972434554.932,931592866.496929
2025-01-04,713.047565510201,103985181821.307,945606974.313842
2025-01-05,714.085773026795,104197156232.235,590551916.378533
2025-01-06,709.30175789032,103477999966.757,434122074.033253
2025-01-07,730.710927499617,106614621781.168,1171497671.84308
2025-01-08,696.83399745048,101554459267.53,1359650088.18122
2025-01-09,695.726620439794,101710496644.541,1392556871.36018
2025-01-10,686.294216607382,100189144310.804,1115652343.2421
2025-01-11,693.742780175023,101242661656.387,777565591.774922
2025-01-12,696.734455733713,101725692784.65,346722702.761921
2025-01-13,693.058442693983,101115094667.837,309732566.919919
2025-01-14,688.357650722825,100415036277.078,1304110432.88528
2025-01-15,698.74344424996,101936484651.325,599619371.377729
2025-01-16,714.791948148074,104240470660.664,928085940.161859
2025-01-17,708.782976881652,103363421122.87,972182171.675137
2025-01-18,721.135938388395,105205111175.128,1011235352.5958
2025-01-19,709.848578937929,103559797374.043,1331563415.49848
2025-01-20,682.349570503562,99876651488.0072,2173870248.01554
2025-01-21,677.261730158234,98894421718.2589,2209856384.62789
2025-01-22,693.063473167148,100928851182.823,1124646695.62862
2025-01-23,694.421933457576,101394654320.385,829429387.765773
